Ti,Nb,Zr,Sn,Modulus,Ms,e/a ratio,Bo,Md,Mo eq.,Bo + Md,Yield Strength (MPa),Hardness (HV),Elongation (%),Corrosion Resistance,Inferred_Phase,Fabrication Method,Heat Treatment,Cooling Rate
67,21,6,6,48.31836523,382.2656656,4.129751384,2.826559034,2.452334972,10.5,5.278894005,747,447,9.031348099,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
66,21,6,7,46.35956199,333.368784,4.130686669,2.824353268,2.450683398,10.8,5.275036666,759,399,12.29729365,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
65,21,6,8,45.37558297,284.4879461,4.131635534,2.822115471,2.449007842,11.1,5.271123313,771,494,14.96342489,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
64,21,6,9,45.25938629,236.4761869,4.13259828,2.819844942,2.447307776,11.4,5.267152718,783,481,13.91219542,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
63,21,6,10,45.8464121,190.3210253,4.133575211,2.817540955,2.44558266,11.7,5.263123616,795,389,10.26609035,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
62,21,6,11,46.96309835,147.0775564,4.134566645,2.815202767,2.443831935,12,5.259034703,807,445,7.355750817,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Fast
61,21,6,12,48.45437687,107.784053,4.135572906,2.81282961,2.442055027,12.3,5.254884638,819,439,8.074173986,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Fast
68,21,7,4,52.19411735,450.0264455,4.128643289,2.832954874,2.458654925,10.37,5.291609799,733,397,6.484714657,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
67,21,7,5,48.93049877,402.1885179,4.12956261,2.830813787,2.457062721,10.67,5.287876508,745,483,13.18663803,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
66,21,7,6,46.58275787,353.754747,4.130495165,2.828641878,2.455447597,10.97,5.284089475,757,392,11.19529277,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
65,21,7,7,45.22098128,305.4155714,4.131441242,2.826438476,2.453809054,11.27,5.28024753,769,436,12.82557875,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
64,21,7,8,44.77413943,258.0329579,4.132401137,2.824202893,2.452146578,11.57,5.276349471,781,357,11.9379878,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
63,21,7,9,45.09193741,212.5977063,4.133375155,2.821934416,2.450459643,11.87,5.272394059,793,431,14.10856773,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
62,21,7,10,46.0001062,170.1612634,4.13436361,2.819632317,2.448747703,12.17,5.26838002,805,438,9.136987993,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
61,21,7,11,47.33539639,131.7511606,4.135366826,2.81729584,2.447010199,12.47,5.264306039,817,399,13.59977806,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Fast
60,21,7,12,48.9613815,98.28422098,4.136385135,2.81492421,2.445246555,12.77,5.260170765,829,461,14.31842154,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Fast
67,21,8,4,49.70139792,423.4944077,4.129374384,2.835056178,2.461776734,10.84,5.296832912,743,488,13.3839928,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
66,21,8,5,46.97502404,375.5351892,4.130304221,2.832917937,2.460197853,11.14,5.293115791,755,387,12.21905988,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
65,21,8,6,45.22703001,327.7470572,4.131247522,2.830748739,2.458596113,11.44,5.289344852,767,433,7.394139565,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
64,21,8,7,44.43081228,280.9998662,4.132204579,2.828547904,2.456971013,11.74,5.285518917,779,495,5.08823857,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
63,21,8,8,44.45758209,236.2865593,4.133175697,2.826314737,2.455322039,12.04,5.281636776,791,490,14.57046409,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
62,21,8,9,45.13677657,194.6538309,4.134161187,2.82404852,2.453648659,12.34,5.277697179,803,440,7.787639828,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
61,21,8,10,46.29884978,157.1175308,4.135161371,2.821748512,2.45195033,12.64,5.273698842,815,467,10.00411758,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
60,21,8,11,47.79731417,124.5770293,4.136176579,2.819413954,2.450226488,12.94,5.269640441,827,351,7.456255587,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Fast
59,21,8,12,49.51564302,97.74358198,4.137207154,2.81704406,2.448476554,13.24,5.265520613,839,453,8.449802508,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Fast
66,21,9,4,47.53419891,398.7274066,4.130113836,2.837181501,2.464934229,11.31,5.30211573,753,423,14.60031954,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
65,21,9,5,45.39742902,351.4936,4.131054372,2.835046314,2.463369083,11.61,5.298415398,765,451,11.37535661,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
64,21,9,6,44.23588697,305.3814058,4.132008604,2.832880034,2.461781145,11.91,5.294661179,777,473,13.04188873,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
63,21,9,7,43.95031408,261.3847789,4.132976834,2.830681976,2.460169913,12.21,5.290851889,789,476,5.381027896,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
62,21,9,8,44.37933545,220.5445921,4.133959373,2.828451436,2.458534871,12.51,5.286986307,801,446,12.20099675,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
61,21,9,9,45.34980589,183.8641351,4.134956538,2.826187689,2.456875487,12.81,5.283063176,813,351,6.19422334,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
60,21,9,10,46.70593195,152.2247255,4.135968661,2.823889987,2.455191214,13.11,5.279081201,825,458,12.41527981,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
59,21,9,11,48.32075204,126.3161747,4.136996079,2.821557561,2.453481487,13.41,5.275039048,837,433,10.5484785,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Fast
58,21,9,12,50.09697406,106.593071,4.138039143,2.819189617,2.451745725,13.71,5.270935342,849,464,13.43912277,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Fast
65,21,10,4,45.7341172,376.6524342,4.13086179,2.83933126,2.468128025,11.78,5.307459285,763,425,14.41055156,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
64,21,10,5,44.19514219,331.1675362,4.131813209,2.837199339,2.466577037,12.08,5.303776377,775,382,10.72362415,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
63,21,10,6,43.57708481,287.8744982,4.132778565,2.835036192,2.465003331,12.38,5.300039523,787,386,13.92946112,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
62,21,10,7,43.73430231,247.8073535,4.133758165,2.832841126,2.463406404,12.68,5.296247531,799,498,12.35655785,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
61,21,10,8,44.49368715,211.9560279,4.134752326,2.830613431,2.461785739,12.98,5.29239917,811,381,10.7148876,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
60,21,10,9,45.6914743,181.1832804,4.135761377,2.828352373,2.460140803,13.28,5.288493175,823,477,12.51427524,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
59,21,10,10,47.19027441,156.1572888,4.136785653,2.826057196,2.458471045,13.58,5.284528241,835,465,6.467341953,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
58,21,10,11,48.88291272,137.3103168,4.137825502,2.823727124,2.4567759,13.88,5.280503024,847,357,13.62034167,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Fast
57,21,10,12,50.68958453,124.8273381,4.138881283,2.821361354,2.455054784,14.18,5.276416138,859,408,12.9642812,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Fast
64,21,11,4,44.31331624,358.3323606,4.131618392,2.841505877,2.471358753,12.25,5.31286463,773,453,11.7822859,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
63,21,11,5,43.344644,315.7216111,4.132580886,2.839377443,2.469822357,12.55,5.3091998,785,450,14.72976172,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
62,21,11,6,43.20843138,276.3993792,4.13355756,2.837217649,2.468263326,12.85,5.305480975,797,409,7.887815254,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
61,21,11,7,43.7362849,241.3415143,4.134548731,2.835025799,2.466681154,13.15,5.301706953,809,419,10.20883469,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
60,21,11,8,44.75851889,211.391817,4.135554723,2.832801173,2.465075323,13.45,5.297876496,821,352,12.78064304,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
59,21,11,9,46.12768943,187.1967566,4.136575872,2.83054303,2.463445298,13.75,5.293988328,833,382,6.504443435,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
58,21,11,10,47.72630938,169.1664749,4.137612522,2.828250608,2.461790529,14.05,5.290041136,845,453,7.508844536,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
57,21,11,11,49.46573348,157.4654405,4.13866503,2.825923118,2.460110447,14.35,5.286033565,857,354,10.75761798,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
56,21,11,12,51.2814077,152.0296049,4.139733762,2.823559752,2.458404467,14.65,5.281964219,869,438,12.47409511,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
63,21,12,4,43.25929672,344.8749174,4.132383795,2.843705786,2.474627056,12.72,5.318332842,783,389,12.34101901,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
62,21,12,5,42.80861148,306.2607329,4.133357557,2.841581065,2.4731057,13.02,5.314686765,795,442,9.820769645,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
61,21,12,6,43.08375277,271.9517056,4.13434575,2.839424855,2.471561798,13.32,5.310986652,807,382,14.76939103,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
60,21,12,7,43.91201971,242.772397,4.135348698,2.837236451,2.469994844,13.62,5.307231294,819,462,13.8145647,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
59,21,12,8,45.13677237,219.3476169,4.136366733,2.835015126,2.468404317,13.92,5.303419443,831,362,8.432268947,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
58,21,12,9,46.62998015,202.065712,4.137400199,2.832760132,2.466789683,14.22,5.299549816,843,436,14.83648103,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
57,21,12,10,48.29351718,191.0711651,4.138449449,2.830470698,2.465150389,14.52,5.295621088,855,458,7.259465309,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
56,21,12,11,50.05522293,186.2830461,4.139514848,2.828146029,2.463485866,14.82,5.291631895,867,457,11.61452,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
55,21,12,12,51.86345068,187.4316403,4.14059677,2.825785305,2.461795526,15.12,5.28758083,879,498,7.627568816,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
70,22,4,4,58.1829618,506.2715893,4.133277906,2.828872746,2.449372566,9.24,5.278245313,718,409,13.35541631,No,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
69,22,4,5,54.27040542,460.7908839,4.134219734,2.826726671,2.44773251,9.54,5.274459181,730,400,10.46089681,No,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
68,22,4,6,50.9254444,413.6988358,4.135174967,2.824550049,2.446069109,9.84,5.270619158,742,378,14.66641969,No,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
67,22,4,7,48.44733954,365.218911,4.136143895,2.822342223,2.444381862,10.14,5.266724085,754,449,6.599138668,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
66,22,4,8,46.95887611,315.7399767,4.137126814,2.820102517,2.442670252,10.44,5.26277277,766,426,12.89359331,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
65,22,4,9,46.42503156,265.8384743,4.138124028,2.817830236,2.440933748,10.74,5.258763985,778,413,5.820945762,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
64,22,4,10,46.71067732,216.2801972,4.139135853,2.815524664,2.439171802,11.04,5.254696467,790,377,10.28389692,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
63,22,4,11,47.64049333,167.9950123,4.140162611,2.813185064,2.437383852,11.34,5.250568916,802,480,14.77045935,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
62,22,4,12,49.04105912,122.0227334,4.141204636,2.810810677,2.435569317,11.64,5.246379994,814,420,10.99797226,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Fast
69,22,5,4,55.3113137,477.3048011,4.134026912,2.830927727,2.452407472,9.71,5.283335199,728,478,10.05414825,No,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
68,22,5,5,51.68855727,430.5068165,4.134979393,2.828784109,2.450779701,10.01,5.27956381,740,468,10.21956766,No,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
67,22,5,6,48.84262896,382.3668334,4.135945509,2.826609806,2.449128629,10.31,5.275738434,752,497,8.356022383,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
66,22,5,7,46.96138976,333.2888438,4.136925555,2.824404152,2.447453751,10.61,5.271857904,764,379,12.87128484,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
65,22,5,8,46.06133474,283.8642103,4.137919834,2.822166467,2.445754549,10.91,5.267921016,776,394,10.86472451,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
64,22,5,9,46.03608569,234.8712942,4.138928658,2.819896046,2.444030489,11.21,5.263926535,788,356,6.699340536,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
63,22,5,10,46.71905058,187.2479076,4.139952349,2.817592166,2.442281022,11.51,5.259873188,800,460,11.12591383,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
62,22,5,11,47.93302793,142.0353295,4.140991239,2.815254082,2.440505582,11.81,5.255759663,812,451,11.12152644,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Fast
61,22,5,12,49.51873926,100.2995048,4.142045667,2.812881026,2.438703585,12.11,5.251584611,824,389,12.47327969,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Fast
68,22,6,4,52.59269752,448.595547,4.134784384,2.833005935,2.455476682,10.18,5.288482617,738,377,10.71859854,No,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
67,22,6,5,49.40479039,400.8159615,4.1357477,2.830864969,2.453861582,10.48,5.284726551,750,491,8.765745415,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
66,22,6,6,47.13361615,352.1594466,4.136724886,2.828693179,2.452223229,10.78,5.280916408,762,368,12.30577814,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
65,22,6,7,45.85401043,303.2316323,4.137716242,2.826489896,2.450561117,11.08,5.277051013,774,470,9.434312304,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
64,22,6,8,45.4967204,254.8225546,4.138722079,2.824254428,2.448874727,11.38,5.273129154,786,377,8.762152367,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
63,22,6,9,45.91028004,207.8768944,4.139742717,2.821986065,2.447163521,11.68,5.269149586,798,428,13.42391329,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
62,22,6,10,46.91725298,163.4362444,4.140778485,2.819684076,2.445426949,11.98,5.265111025,810,420,7.932238789,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
61,22,6,11,48.35030923,122.5595295,4.141829722,2.817347708,2.443664442,12.28,5.26101215,822,412,7.184003025,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Fast
60,22,6,12,50.06886322,86.234016,4.142896776,2.814976185,2.441875414,12.58,5.256851599,834,391,9.720200861,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Fast
67,22,7,4,50.12639109,420.6106811,4.135550466,2.835107767,2.458580781,10.65,5.293688548,748,428,11.41031601,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
66,22,7,5,47.4759425,372.3922072,4.136524804,2.832969653,2.456978747,10.95,5.2899484,760,484,7.965856849,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
65,22,7,6,45.80833589,323.9766433,4.13751325,2.830800579,2.455353516,11.25,5.286154095,772,466,6.00511309,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
64,22,7,7,45.0998442,276.1647561,4.138516114,2.828599867,2.45370458,11.55,5.282304447,784,432,14.55528285,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
63,22,7,8,45.22148006,229.9069895,4.139533712,2.826366821,2.452031416,11.85,5.278398236,796,410,7.231113231,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
62,22,7,9,46.00012402,186.2440952,4.140566373,2.824100721,2.450333486,12.15,5.274434207,808,413,11.6521992,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
61,22,7,10,47.26239873,146.2269104,4.141614432,2.82180083,2.448610237,12.45,5.270411067,820,371,12.1293168,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Fast
60,22,7,11,48.85763309,110.8279644,4.142678238,2.819466386,2.446861098,12.75,5.266327484,832,452,12.3391178,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Fast
59,22,7,12,50.6653865,80.86046916,4.143758147,2.817096603,2.445085481,13.05,5.262182084,844,367,12.25940322,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Fast
66,22,8,4,47.98618683,394.0178112,4.136325307,2.837233629,2.461720368,11.12,5.298953997,758,374,10.07491257,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
65,22,8,5,45.92815493,346.1246932,4.137310856,2.835098573,2.460131808,11.42,5.295230381,770,456,11.22325307,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
64,22,8,6,44.85223635,298.9175005,4.138310759,2.832932422,2.458520112,11.72,5.291452534,782,352,12.81488024,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
63,22,8,7,44.66002365,253.3513165,4.139325331,2.830734492,2.45688477,12.02,5.287619262,794,500,7.72892078,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
62,22,8,8,45.18832918,210.464907,4.140354898,2.828504077,2.45522526,12.32,5.283729337,806,354,14.29050277,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
61,22,8,9,46.26055012,171.299992,4.141399795,2.826240454,2.45354104,12.62,5.279781494,818,449,12.63221751,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
60,22,8,10,47.71678313,136.8135646,4.142460366,2.823942873,2.451831556,12.92,5.275774429,830,363,12.41841046,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Fast
59,22,8,11,49.42601747,107.7986685,4.143536967,2.821610566,2.450096234,13.22,5.2717068,842,357,8.981900722,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Fast
58,22,8,12,51.28741231,84.82709433,4.144629965,2.819242739,2.448334483,13.52,5.267577223,854,465,14.29069864,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Fast
65,22,9,4,46.21547614,369.6890492,4.137109057,2.839383934,2.464896054,11.59,5.304279989,768,385,7.72995619,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
64,22,9,5,44.75990642,323.0875351,4.138106012,2.83725215,2.463321386,11.89,5.300573536,780,365,14.10256264,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
63,22,9,6,44.23321869,278.2094945,4.139117572,2.835089137,2.461723651,12.19,5.296812787,792,454,7.055706157,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
62,22,9,7,44.48882112,236.0905875,4.14014406,2.832894204,2.460102337,12.49,5.292996541,804,350,8.011220097,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
61,22,9,8,45.35064993,197.762439,4.141185808,2.83066664,2.45845692,12.79,5.289123559,816,431,11.89867532,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
60,22,9,9,46.65100799,164.1657816,4.142243159,2.82840571,2.456786857,13.09,5.285192567,828,475,9.780072372,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
59,22,9,10,48.24840112,136.0730747,4.143316468,2.826110661,2.455091591,13.39,5.281202252,840,365,11.62125254,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Fast
58,22,9,11,50.03189343,114.033594,4.144406096,2.823780713,2.453370547,13.69,5.27715126,852,441,6.35723459,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Fast
57,22,9,12,51.91856359,98.34816329,4.145512421,2.821415065,2.451623133,13.99,5.273038198,864,443,12.50657757,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Fast
64,22,10,4,44.82775398,348.6671881,4.137901871,2.841559107,2.468108467,12.06,5.309667574,778,493,5.094865606,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
63,22,10,5,43.94811623,304.466176,4.138910432,2.839430814,2.466548121,12.36,5.305978935,790,442,6.94344382,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
62,22,10,6,43.90875049,263.0975857,4.139933853,2.837271161,2.464964784,12.66,5.302235945,802,420,14.16867526,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
61,22,10,7,44.53893523,225.5820378,4.140972467,2.835079449,2.463357943,12.96,5.298437392,814,456,10.84436133,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
60,22,10,8,45.66534041,192.8433682,4.142026614,2.832854959,2.461727071,13.26,5.29458203,826,378,13.84515518,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
59,22,10,9,47.13644621,165.6331367,4.143096644,2.830596951,2.460071625,13.56,5.290668575,838,442,8.183338349,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
58,22,10,10,48.83085714,144.4780923,4.14418292,2.82830466,2.458391045,13.86,5.286695705,850,447,10.53206528,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Fast
57,22,10,11,50.65654605,129.6572032,4.145285815,2.825977301,2.456684755,14.16,5.282662056,862,374,6.354167322,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Fast
56,22,10,12,52.5463057,121.2078499,4.146405712,2.823614062,2.45495216,14.46,5.278566222,874,432,12.64468145,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Fast
63,22,11,4,43.81126228,332.0898153,4.138703907,2.843759582,2.471358246,12.53,5.315117828,788,368,10.92370487,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
62,22,11,5,43.45535871,291.4458191,4.139724277,2.841635007,2.469812666,12.83,5.311447673,800,378,8.438298408,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
61,22,11,6,43.83197909,254.7098005,4.14075977,2.839478942,2.468244176,13.13,5.307723119,812,433,12.48121716,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
60,22,11,7,44.76518036,222.7881661,4.141810726,2.837290682,2.466652266,13.43,5.303942948,824,401,12.40584768,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
59,22,11,8,46.09436557,196.4113747,4.142877494,2.835069499,2.465036405,13.73,5.300105904,836,350,11.84171079,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
58,22,11,9,47.68751747,176.0837531,4.143960433,2.832814646,2.463396049,14.03,5.296210694,848,422,12.86059699,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
57,22,11,10,49.44291762,162.062753,4.145059914,2.83052535,2.461730637,14.33,5.292255987,860,367,13.59253716,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
56,22,11,11,51.28545108,154.3668204,4.146176318,2.828200816,2.46003959,14.63,5.288240407,872,356,9.401656702,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
55,22,11,12,53.16128953,152.805584,4.147310039,2.825840225,2.458322313,14.93,5.284162538,884,442,13.80004347,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
62,22,12,4,43.13582284,321.0779491,4.139515327,2.845985802,2.474646048,13,5.32063185,798,403,5.680742432,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
61,22,12,5,43.23664831,285.0794505,4.140547714,2.84386518,2.473115688,13.3,5.316980868,810,437,8.550368236,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
60,22,12,6,43.95631311,253.9248188,4.141595494,2.84171294,2.47156251,13.6,5.31327545,822,476,7.288864795,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
59,22,12,7,45.12671543,228.3233353,4.142659014,2.839528369,2.469986001,13.9,5.30951437,834,496,7.715542495,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
58,22,12,8,46.60534745,208.7571356,4.143738631,2.837310734,2.46838563,14.2,5.305696364,846,468,10.33397198,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
57,22,12,9,48.28029703,195.4626167,4.144834714,2.835059277,2.466760851,14.5,5.301820128,858,394,12.13020401,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
56,22,12,10,50.06788792,188.4398926,4.145947641,2.832773219,2.465111103,14.8,5.297884322,870,425,10.2550069,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
55,22,12,11,51.90759988,187.4838346,4.147077804,2.830451757,2.463435805,15.1,5.293887562,882,426,5.741727268,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
54,22,12,12,53.75675253,192.2277421,4.148225607,2.828094061,2.461734359,15.4,5.289828419,894,492,8.386411378,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
